"2015-11-25 15:13:42.826818","start","START","00:00:00","",""
"2015-11-25 15:13:42.826828","start","STOP","00:00:00.000010","",""
"2015-11-25 15:13:43.271577","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:44.763895","AccumulateImages","STOP","00:00:01.492318","",""
"2015-11-25 15:13:44.914265","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:44.966095","AccumulateImages","STOP","00:00:00.051830","",""
"2015-11-25 15:13:45.105491","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:45.146415","AccumulateImages","STOP","00:00:00.040924","",""
"2015-11-25 15:13:45.286902","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:45.330192","AccumulateImages","STOP","00:00:00.043290","",""
"2015-11-25 15:13:45.471684","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:45.517350","AccumulateImages","STOP","00:00:00.045666","",""
"2015-11-25 15:13:45.661466","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:45.705968","AccumulateImages","STOP","00:00:00.044502","",""
"2015-11-25 15:13:45.854796","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:45.897397","AccumulateImages","STOP","00:00:00.042601","",""
"2015-11-25 15:13:46.045279","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:46.087564","AccumulateImages","STOP","00:00:00.042285","",""
"2015-11-25 15:13:46.224435","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:46.269142","AccumulateImages","STOP","00:00:00.044707","",""
"2015-11-25 15:13:46.416550","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:46.460331","AccumulateImages","STOP","00:00:00.043781","",""
"2015-11-25 15:13:46.598779","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:46.642435","AccumulateImages","STOP","00:00:00.043656","",""
"2015-11-25 15:13:46.787304","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:46.829599","AccumulateImages","STOP","00:00:00.042295","",""
"2015-11-25 15:13:46.971757","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:47.020634","AccumulateImages","STOP","00:00:00.048877","",""
"2015-11-25 15:13:47.163724","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:47.210689","AccumulateImages","STOP","00:00:00.046965","",""
"2015-11-25 15:13:47.354370","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:47.397999","AccumulateImages","STOP","00:00:00.043629","",""
"2015-11-25 15:13:47.545016","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:47.590645","AccumulateImages","STOP","00:00:00.045629","",""
"2015-11-25 15:13:47.744372","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:47.789753","AccumulateImages","STOP","00:00:00.045381","",""
"2015-11-25 15:13:47.936475","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:47.980660","AccumulateImages","STOP","00:00:00.044185","",""
"2015-11-25 15:13:48.124470","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:48.169060","AccumulateImages","STOP","00:00:00.044590","",""
"2015-11-25 15:13:48.307923","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:48.353923","AccumulateImages","STOP","00:00:00.046000","",""
"2015-11-25 15:13:48.491021","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:48.532954","AccumulateImages","STOP","00:00:00.041933","",""
"2015-11-25 15:13:48.680891","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:48.725679","AccumulateImages","STOP","00:00:00.044788","",""
"2015-11-25 15:13:48.864966","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:48.911861","AccumulateImages","STOP","00:00:00.046895","",""
"2015-11-25 15:13:49.046441","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:49.090457","AccumulateImages","STOP","00:00:00.044016","",""
"2015-11-25 15:13:49.245219","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:49.288868","AccumulateImages","STOP","00:00:00.043649","",""
"2015-11-25 15:13:49.430733","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:49.473889","AccumulateImages","STOP","00:00:00.043156","",""
"2015-11-25 15:13:49.618895","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:49.663212","AccumulateImages","STOP","00:00:00.044317","",""
"2015-11-25 15:13:49.810264","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:49.851866","AccumulateImages","STOP","00:00:00.041602","",""
"2015-11-25 15:13:50.000966","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:50.045188","AccumulateImages","STOP","00:00:00.044222","",""
"2015-11-25 15:13:50.192759","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:50.237596","AccumulateImages","STOP","00:00:00.044837","",""
"2015-11-25 15:13:50.382177","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:50.425561","AccumulateImages","STOP","00:00:00.043384","",""
"2015-11-25 15:13:50.574154","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:50.619120","AccumulateImages","STOP","00:00:00.044966","",""
"2015-11-25 15:13:50.763445","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:50.790143","AccumulateImages","STOP","00:00:00.026698","",""
"2015-11-25 15:13:50.935005","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:50.961658","AccumulateImages","STOP","00:00:00.026653","",""
"2015-11-25 15:13:51.105118","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:51.131004","AccumulateImages","STOP","00:00:00.025886","",""
"2015-11-25 15:13:51.276966","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:51.302831","AccumulateImages","STOP","00:00:00.025865","",""
"2015-11-25 15:13:51.449019","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:51.476180","AccumulateImages","STOP","00:00:00.027161","",""
"2015-11-25 15:13:51.617064","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:51.644262","AccumulateImages","STOP","00:00:00.027198","",""
"2015-11-25 15:13:51.789428","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:51.814459","AccumulateImages","STOP","00:00:00.025031","",""
"2015-11-25 15:13:51.954444","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:51.980058","AccumulateImages","STOP","00:00:00.025614","",""
"2015-11-25 15:13:52.121135","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:52.148562","AccumulateImages","STOP","00:00:00.027427","",""
"2015-11-25 15:13:52.296258","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:52.321557","AccumulateImages","STOP","00:00:00.025299","",""
"2015-11-25 15:13:52.470366","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:52.497999","AccumulateImages","STOP","00:00:00.027633","",""
"2015-11-25 15:13:52.644812","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:52.671101","AccumulateImages","STOP","00:00:00.026289","",""
"2015-11-25 15:13:52.818058","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:52.843883","AccumulateImages","STOP","00:00:00.025825","",""
"2015-11-25 15:13:52.984112","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:53.010032","AccumulateImages","STOP","00:00:00.025920","",""
"2015-11-25 15:13:53.160491","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:53.187229","AccumulateImages","STOP","00:00:00.026738","",""
"2015-11-25 15:13:53.333757","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:53.359588","AccumulateImages","STOP","00:00:00.025831","",""
"2015-11-25 15:13:53.507243","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:53.532489","AccumulateImages","STOP","00:00:00.025246","",""
"2015-11-25 15:13:53.682473","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:53.709366","AccumulateImages","STOP","00:00:00.026893","",""
"2015-11-25 15:13:53.858374","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:53.883784","AccumulateImages","STOP","00:00:00.025410","",""
"2015-11-25 15:13:54.028760","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:54.054744","AccumulateImages","STOP","00:00:00.025984","",""
"2015-11-25 15:13:54.204903","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:54.230251","AccumulateImages","STOP","00:00:00.025348","",""
"2015-11-25 15:13:54.371037","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:54.397732","AccumulateImages","STOP","00:00:00.026695","",""
"2015-11-25 15:13:54.543259","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:54.569066","AccumulateImages","STOP","00:00:00.025807","",""
"2015-11-25 15:13:54.717327","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:54.744323","AccumulateImages","STOP","00:00:00.026996","",""
"2015-11-25 15:13:54.892432","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:54.918045","AccumulateImages","STOP","00:00:00.025613","",""
"2015-11-25 15:13:55.068548","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:55.093969","AccumulateImages","STOP","00:00:00.025421","",""
"2015-11-25 15:13:55.241772","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:55.267885","AccumulateImages","STOP","00:00:00.026113","",""
"2015-11-25 15:13:55.415704","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:55.441111","AccumulateImages","STOP","00:00:00.025407","",""
"2015-11-25 15:13:55.588199","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:55.615438","AccumulateImages","STOP","00:00:00.027239","",""
"2015-11-25 15:13:55.762851","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:55.788719","AccumulateImages","STOP","00:00:00.025868","",""
"2015-11-25 15:13:55.929966","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:55.955554","AccumulateImages","STOP","00:00:00.025588","",""
"2015-11-25 15:13:56.101748","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:56.128416","AccumulateImages","STOP","00:00:00.026668","",""
"2015-11-25 15:13:56.298280","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:56.325321","AccumulateImages","STOP","00:00:00.027041","",""
"2015-11-25 15:13:56.471096","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:56.499990","AccumulateImages","STOP","00:00:00.028894","",""
"2015-11-25 15:13:56.644116","AccumulateImages","START","00:00:00","",""
"2015-11-25 15:13:56.670955","AccumulateImages","STOP","00:00:00.026839","",""
"2015-11-25 15:13:56.809996","AccumulateImages","START","00:00:00","",""
